Sample,study,media_type,media,source,community,days
F-P2-B05-2_S311,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,1
F-P2-B05-3_S323,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,2
F-P2-B05-4_S335,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,3
F-P2-B05-5_S347,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,4
F-P2-B05-6_S359,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,5
F-P2-B05-7_S371,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,6
F-P2-B05-8_S383,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,7
F-P2-B05-9_S300,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-B05,8
F-P2-E02-1_S289,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,0
F-P2-E02-10_S302,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,9
F-P2-E02-11_S314,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,10
F-P2-E02-12_S326,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,11
F-P2-E02-13_S338,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,12
F-P2-E02-14_S350,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,13
F-P2-E02-15_S362,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,14
F-P2-E02-2_S301,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,1
F-P2-E02-3_S313,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,2
F-P2-E02-4_S325,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,3
F-P2-E02-5_S337,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,4
F-P2-E02-6_S349,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,5
F-P2-E02-7_S361,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,6
F-P2-E02-8_S373,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,7
F-P2-E02-9_S290,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_flowerpot,F-P2-E02,8
S-P1-B01-1_S197,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,0
S-P1-B01-10_S210,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,9
S-P1-B01-11_S222,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,10
S-P1-B01-12_S234,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,11
S-P1-B01-13_S246,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,12
S-P1-B01-14_S258,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,13
S-P1-B01-15_S270,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,14
S-P1-B01-2_S209,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,1
S-P1-B01-3_S221,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,2
S-P1-B01-4_S233,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,3
S-P1-B01-5_S245,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,4
S-P1-B01-6_S257,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,5
S-P1-B01-7_S269,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,6
S-P1-B01-8_S281,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,7
S-P1-B01-9_S198,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-B01,8
S-P1-C04-1_S199,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-C04,0
S-P1-C04-2_S211,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-C04,1
S-P1-C04-3_S223,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-C04,2
S-P1-C04-4_S235,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-C04,3
S-P1-C04-5_S247,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-C04,4
S-P1-C04-6_S259,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-C04,5
S-P1-C04-7_S271,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-C04,6
S-P1-C04-8_S283,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-C04,7
S-P1-C04-9_S200,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-C04,8
S-P1-F03-1_S201,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,0
S-P1-F03-10_S214,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,9
S-P1-F03-12_S238,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,11
S-P1-F03-14_S262,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,13
S-P1-F03-2_S213,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,1
S-P1-F03-3_S225,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,2
S-P1-F03-4_S237,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,3
S-P1-F03-5_S249,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,4
S-P1-F03-6_S261,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,5
S-P1-F03-7_S273,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,6
S-P1-F03-8_S285,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,7
S-P1-F03-9_S202,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-F03,8
S-P1-G02-1_S195,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,0
S-P1-G02-10_S208,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,9
S-P1-G02-11_S220,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,10
S-P1-G02-12_S232,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,11
S-P1-G02-13_S244,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,12
S-P1-G02-14_S256,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,13
S-P1-G02-15_S268,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,14
S-P1-G02-2_S207,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,1
S-P1-G02-3_S219,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,2
S-P1-G02-4_S231,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,3
S-P1-G02-5_S243,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,4
S-P1-G02-6_S255,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,5
S-P1-G02-7_S267,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,6
S-P1-G02-8_S279,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,7
S-P1-G02-9_S196,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-G02,8
S-P1-G04-1_S203,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,0
S-P1-G04-10_S216,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,9
S-P1-G04-11_S228,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,10
S-P1-G04-12_S240,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,11
S-P1-G04-13_S252,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,12
S-P1-G04-14_S264,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,13
S-P1-G04-15_S276,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,14
S-P1-G04-2_S215,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,1
S-P1-G04-3_S227,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,2
S-P1-G04-4_S239,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,3
S-P1-G04-5_S251,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,4
S-P1-G04-6_S263,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,5
S-P1-G04-7_S275,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,6
S-P1-G04-8_S287,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,7
S-P1-G04-9_S204,ratzke,simple,yeast+glucose+urea+10PO4,ratzke_soil,S-P1-G04,8
S-P1-H02-1_S193,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,0
S-P1-H02-10_S206,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,9
S-P1-H02-11_S218,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,10
S-P1-H02-12_S230,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,11
S-P1-H02-13_S242,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,12
S-P1-H02-14_S254,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,13
S-P1-H02-15_S266,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,14
S-P1-H02-2_S205,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,1
S-P1-H02-3_S217,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,2
S-P1-H02-4_S229,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,3
S-P1-H02-5_S241,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,4
S-P1-H02-6_S253,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,5
S-P1-H02-7_S265,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,6
S-P1-H02-8_S277,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,7
S-P1-H02-9_S194,ratzke,simple,yeast+10PO4,ratzke_soil,S-P1-H02,8
S-P2-A03-1_S295,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,0
S-P2-A03-10_S308,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,9
S-P2-A03-11_S320,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,10
S-P2-A03-12_S332,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,11
S-P2-A03-13_S344,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,12
S-P2-A03-14_S356,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,13
S-P2-A03-15_S368,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,14
S-P2-A03-2_S307,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,1
S-P2-A03-3_S319,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,2
S-P2-A03-4_S331,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,3
S-P2-A03-5_S343,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,4
S-P2-A03-6_S355,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,5
S-P2-A03-7_S367,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,6
S-P2-A03-8_S379,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,7
S-P2-A03-9_S296,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-A03,8
S-P2-B01-1_S293,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,0
S-P2-B01-10_S306,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,9
S-P2-B01-11_S318,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,10
S-P2-B01-12_S330,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,11
S-P2-B01-13_S342,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,12
S-P2-B01-14_S354,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,13
S-P2-B01-15_S366,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,14
S-P2-B01-2_S305,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,1
S-P2-B01-3_S317,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,2
S-P2-B01-4_S329,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,3
S-P2-B01-5_S341,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,4
S-P2-B01-6_S353,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,5
S-P2-B01-7_S365,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,6
S-P2-B01-8_S377,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,7
S-P2-B01-9_S294,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-B01,8
S-P2-G02-1_S291,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,0
S-P2-G02-10_S304,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,9
S-P2-G02-11_S316,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,10
S-P2-G02-12_S328,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,11
S-P2-G02-13_S340,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,12
S-P2-G02-14_S352,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,13
S-P2-G02-15_S364,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,14
S-P2-G02-2_S303,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,1
S-P2-G02-3_S315,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,2
S-P2-G02-4_S327,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,3
S-P2-G02-5_S339,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,4
S-P2-G02-6_S351,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,5
S-P2-G02-7_S363,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,6
S-P2-G02-8_S375,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,7
S-P2-G02-9_S292,ratzke,simple,yeast+glucose+urea+100PO4,ratzke_soil,S-P2-G02,8
